age;turnover;travel;department;distance_from_home;education;field_of_study;employees;id;environment_satisfaction;gender;involvement;job_level;position;job_satisfaction;marital_status;monthly_income;num_companies_worked;over_18;overtime;percent_salary_hike;performance_rating;relationship_satisfaction;total_working_hours;stock_option_level;years_at_company;training_times_last_year;work_life_balance;years_with_curr_manager;years_in_current_role;years_since_last_promotion
50;No;Travel_Rarely;Research & Development;24;University;Life Sciences;1;1005;Very_High;1.0;High;4;Manufacturing Director;High;Married;13973;3;Y;Yes;18;High;Very_High;80;1;22;2;;12;;1
38;No;Travel_Frequently;Research & Development;10;University;Medical;1;1006;High;1.0;High;1;Research Scientist;High;Married;2684;0;Y;No;17;High;Medium;80;1;3;0;;2;;0
46;No;Travel_Rarely;Research & Development;7;University;Medical;1;1007;Very_High;1.0;High;3;Manufacturing Director;High;Divorced;10845;6;Y;No;13;High;Medium;80;1;13;3;;8;;0
24;No;Travel_Rarely;Research & Development;17;Secondary;Medical;1;1009;Very_High;2.0;Medium;2;Manufacturing Director;Medium;Divorced;4377;1;Y;No;15;Medium;Medium;80;2;5;6;;4;;3
35;Yes;Travel_Rarely;Research & Development;14;;Other;1;1010;High;1.0;Medium;1;Laboratory Technician;Medium;Divorced;3743;1;Y;Yes;24;Medium;Very_High;80;1;5;2;;4;;0
31;No;Travel_Frequently;Research & Development;1;University;Life Sciences;1;1011;High;1.0;High;2;Manufacturing Director;High;Married;4148;1;Y;No;12;High;High;80;1;4;1;;4;3.0;0
18;No;Non-Travel;Research & Development;5;University;Life Sciences;1;1012;Medium;1.0;High;1;Research Scientist;High;Single;1051;1;Y;No;15;High;Very_High;80;0;0;2;;0;;0
54;No;Travel_Rarely;Research & Development;17;University;Technical Degree;1;1013;High;1.0;High;3;Manufacturing Director;High;Married;10739;8;Y;No;11;High;High;80;1;22;2;;10;3.0;0
35;No;Travel_Rarely;Research & Development;25;University;Medical;1;1014;High;1.0;High;3;Healthcare Representative;High;Divorced;10388;1;Y;Yes;11;High;High;80;1;16;3;;16;;10
30;No;Travel_Rarely;Research & Development;8;Master;Life Sciences;1;1015;Medium;2.0;Very_High;3;Research Director;Very_High;Married;11416;0;Y;Yes;12;High;High;80;3;9;4;;8;4.0;1
20;Yes;Travel_Rarely;Research & Development;11;Secondary;Medical;1;1016;Very_High;1.0;Medium;1;Research Scientist;Medium;Single;2600;1;Y;Yes;15;Medium;Low;80;0;1;2;;1;;0
30;Yes;Travel_Frequently;Research & Development;5;University;Medical;1;1017;Medium;1.0;High;1;Laboratory Technician;High;Single;2422;0;Y;No;17;High;Low;80;0;4;3;;3;;1
26;No;Travel_Rarely;Research & Development;2;Master;Medical;1;1018;Very_High;2.0;Very_High;2;Manufacturing Director;Very_High;Married;5472;1;Y;No;12;High;Medium;80;0;8;2;;8;;1
22;No;Travel_Rarely;Research & Development;8;Elementary;Life Sciences;1;1019;Medium;1.0;Low;1;Laboratory Technician;Low;Married;2451;1;Y;No;15;Low;Low;80;1;4;3;;4;;1
48;No;Travel_Rarely;Research & Development;6;Secondary;Life Sciences;1;1022;Low;2.0;Medium;2;Healthcare Representative;Medium;Single;4240;2;Y;No;13;Medium;Very_High;80;0;19;0;;2;2.0;2
48;No;Travel_Rarely;Research & Development;4;Secondary;Life Sciences;1;1024;High;2.0;Medium;3;Healthcare Representative;Medium;Single;10999;7;Y;No;14;Medium;Medium;80;0;27;3;;15;;4
41;No;Travel_Rarely;Research & Development;7;University;Medical;1;1025;Very_High;1.0;High;2;Manufacturing Director;High;Single;5003;6;Y;No;14;High;Medium;80;0;8;6;;2;;2
39;No;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;1026;Very_High;2.0;Medium;4;Manufacturing Director;;Married;12742;1;Y;No;16;Medium;High;80;1;21;3;;21;;11
27;No;Travel_Rarely;Research & Development;2;University;Life Sciences;1;1027;Low;1.0;High;2;Manufacturing Director;High;Married;4227;0;Y;No;18;High;Medium;80;1;4;2;High;3;;2
35;No;Travel_Rarely;Research & Development;10;University;Other;1;1028;Medium;1.0;High;1;Laboratory Technician;High;Divorced;3917;1;Y;No;20;Very_High;Low;80;1;3;4;;3;;1
42;No;Travel_Rarely;Sales;5;University;Marketing;1;1029;Very_High;1.0;High;5;Manager;High;Married;18303;6;Y;No;13;High;Medium;80;0;21;3;;1;;0
50;No;Travel_Rarely;Research & Development;9;University;Life Sciences;1;1030;Low;1.0;High;1;Laboratory Technician;High;Married;2380;4;Y;No;18;High;Medium;80;0;8;5;High;1;;0
59;No;Travel_Rarely;Research & Development;2;Secondary;Life Sciences;1;1032;High;1.0;Medium;4;Manufacturing Director;Medium;Single;13726;3;Y;Yes;13;Medium;Low;80;0;30;4;;5;;4
37;Yes;Travel_Rarely;Research & Development;11;;Medical;1;1033;Low;1.0;Low;2;Healthcare Representative;Low;Married;4777;5;Y;No;15;Low;Low;80;0;15;2;;1;1.0;0
55;No;Travel_Frequently;Research & Development;18;University;Medical;1;1034;High;1.0;High;2;Healthcare Representative;High;Married;6385;3;Y;Yes;14;High;Very_High;80;2;17;3;;8;;6
41;No;Non-Travel;Research & Development;7;Elementary;Life Sciences;1;1035;Medium;1.0;Low;5;Research Director;Low;Divorced;19973;1;Y;No;22;Low;Medium;80;2;21;3;;21;;5
38;No;Travel_Rarely;Sales;3;University;Life Sciences;1;1036;Medium;1.0;High;2;Sales Executive;High;Single;6861;8;Y;Yes;12;High;High;80;0;19;1;;1;;0
26;Yes;Non-Travel;Sales;29;;Medical;1;1037;Medium;1.0;Low;2;Sales Executive;Low;Single;4969;8;Y;No;18;Low;Very_High;80;0;7;6;;2;;2
52;Yes;Travel_Rarely;Sales;2;Elementary;Marketing;1;1038;Low;1.0;Low;5;Manager;Low;Married;19845;1;Y;No;15;Low;Very_High;80;1;33;3;Low;32;;6
44;No;Travel_Rarely;Sales;28;Master;Medical;1;1039;Very_High;2.0;Very_High;4;Sales Executive;Very_High;Married;13320;3;Y;Yes;18;High;High;80;1;23;2;;12;;11
50;No;Non-Travel;Sales;1;University;Life Sciences;1;1040;Very_High;1.0;High;2;Sales Executive;High;Married;6347;0;Y;No;12;High;Low;80;1;19;3;;18;;0
36;Yes;Travel_Rarely;Research & Development;16;Master;Life Sciences;1;1042;High;1.0;Very_High;1;Laboratory Technician;Very_High;Single;2743;1;Y;No;16;High;High;80;0;18;1;;17;;15
39;No;Travel_Frequently;Research & Development;22;University;Medical;1;1043;Very_High;1.0;High;3;Manufacturing Director;High;Single;10880;1;Y;Yes;13;High;High;80;0;21;2;;21;;2
33;No;Non-Travel;Sales;8;Secondary;Life Sciences;1;1044;Medium;2.0;Medium;1;Sales Representative;Medium;Single;2342;0;Y;No;19;Medium;Very_High;80;0;3;2;;2;;2
45;No;Travel_Rarely;Sales;11;University;Life Sciences;1;1045;Very_High;1.0;High;4;Manager;High;Married;17650;3;Y;No;13;High;Medium;80;1;26;4;;9;;1
32;No;Non-Travel;Research & Development;29;;Medical;1;1046;Very_High;1.0;High;1;Laboratory Technician;High;Single;4025;9;Y;No;12;High;Medium;80;0;10;2;;8;3.0;7
34;No;Travel_Rarely;Sales;1;Master;Marketing;1;1047;Medium;2.0;Very_High;2;Sales Executive;Very_High;Divorced;9725;0;Y;No;11;High;Very_High;80;1;16;2;;15;;0
59;No;Travel_Rarely;Sales;1;University;Technical Degree;1;1048;Medium;1.0;High;3;Manager;High;Married;11904;3;Y;Yes;14;High;High;80;1;14;1;;6;;0
45;No;Travel_Rarely;Human Resources;24;University;Medical;1;1049;Medium;2.0;High;1;Human Resources;High;Single;2177;1;Y;No;16;High;Low;80;0;6;3;;6;;0
53;No;Travel_Frequently;Sales;2;;Marketing;1;1050;High;2.0;Medium;3;Sales Executive;Medium;Married;7525;2;Y;No;12;High;Low;80;1;30;2;;15;;6
36;Yes;Travel_Rarely;Research & Development;15;University;Other;1;1052;Low;1.0;High;2;Laboratory Technician;High;Divorced;4834;7;Y;No;14;High;Medium;80;1;9;3;High;1;;0
26;Yes;Travel_Frequently;Research & Development;2;University;Life Sciences;1;1053;Low;1.0;High;1;Research Scientist;High;Married;2042;6;Y;Yes;14;High;Medium;80;1;6;2;;3;;1
34;No;Travel_Rarely;Sales;10;University;Life Sciences;1;1055;High;1.0;High;1;Sales Representative;High;Married;2220;1;Y;Yes;19;High;Very_High;80;1;1;2;;1;;0
28;No;Travel_Rarely;Sales;10;University;Medical;1;1056;Very_High;1.0;High;1;Sales Representative;High;Married;1052;1;Y;No;22;Very_High;Medium;80;0;1;5;;1;3.0;0
38;No;Travel_Frequently;Research & Development;3;University;Other;1;1060;High;1.0;High;1;Research Scientist;High;Married;2821;3;Y;No;16;High;Low;80;1;8;2;;2;;2
50;No;Travel_Rarely;Research & Development;2;University;Medical;1;1061;Medium;1.0;High;5;Research Director;High;Married;19237;2;Y;Yes;11;High;Very_High;80;1;29;2;;8;;7
37;No;Travel_Rarely;Research & Development;3;University;Other;1;1062;Very_High;1.0;High;2;Healthcare Representative;High;Single;4107;3;Y;No;15;High;Low;80;0;8;3;;4;;0
40;No;Travel_Rarely;Sales;26;University;Marketing;1;1066;High;1.0;High;2;Sales Executive;High;Married;8396;1;Y;No;14;High;Medium;80;1;8;3;High;7;;7
26;No;Travel_Frequently;Research & Development;1;Secondary;Medical;1;1068;Low;2.0;Medium;1;Research Scientist;Medium;Divorced;2007;1;Y;No;13;Medium;High;80;2;5;5;;5;;1
46;No;Travel_Rarely;Research & Development;1;University;Medical;1;1069;Very_High;2.0;High;5;Research Director;High;Divorced;19627;9;Y;No;17;High;Very_High;80;2;23;0;;2;;2
54;No;Travel_Rarely;Sales;2;Secondary;Life Sciences;1;1070;High;1.0;Medium;3;Sales Executive;Medium;Married;10686;6;Y;No;11;Medium;Medium;80;1;13;4;;9;;7
56;No;Travel_Frequently;Research & Development;9;University;Medical;1;1071;Low;1.0;High;1;Research Scientist;High;Married;2942;2;Y;No;19;High;Medium;80;1;18;4;;5;;0
36;No;Travel_Rarely;Research & Development;12;Secondary;Medical;1;1073;Very_High;2.0;Medium;3;Manufacturing Director;Medium;Single;8858;0;Y;No;11;Medium;Medium;80;0;15;2;;14;;7
55;No;Non-Travel;Research & Development;2;Secondary;Medical;1;1074;High;2.0;Medium;4;Manager;Medium;Single;16756;7;Y;No;15;Medium;Medium;80;0;31;3;;9;2.0;6
43;No;Travel_Rarely;Sales;25;Secondary;Medical;1;1076;High;1.0;Medium;3;Sales Executive;Medium;Divorced;10798;5;Y;No;13;Medium;High;80;1;18;5;;1;;0
20;Yes;Travel_Frequently;Sales;9;University;Marketing;1;1077;Very_High;1.0;High;1;Sales Representative;High;Single;2323;1;Y;Yes;14;High;Medium;80;0;2;3;High;2;;0
21;Yes;Travel_Rarely;Research & Development;10;Secondary;Life Sciences;1;1079;High;2.0;Medium;1;Laboratory Technician;;Single;1416;1;Y;No;13;Medium;Low;80;0;1;6;;1;;1
46;No;Travel_Rarely;Research & Development;8;Secondary;Life Sciences;1;1080;Very_High;2.0;Medium;2;Research Scientist;Medium;Divorced;4615;8;Y;Yes;23;Medium;Low;80;3;19;2;;16;;1
51;Yes;Travel_Rarely;Research & Development;4;University;Life Sciences;1;1081;Low;1.0;High;1;Research Scientist;High;Married;2461;9;Y;Yes;12;High;High;80;3;18;2;;10;;2
28;Yes;Non-Travel;Research & Development;24;Secondary;Technical Degree;1;1082;Medium;2.0;Medium;3;Healthcare Representative;Medium;Single;8722;1;Y;No;12;Medium;Low;80;0;10;2;;10;;1
26;No;Travel_Rarely;Research & Development;1;Secondary;Medical;1;1083;Low;2.0;Medium;1;Laboratory Technician;Medium;Married;3955;1;Y;No;16;Medium;Low;80;2;6;2;;5;2.0;1
30;No;Travel_Rarely;Research & Development;20;University;Other;1;1084;High;1.0;High;2;Manufacturing Director;High;Married;9957;0;Y;No;15;High;High;80;1;7;1;High;6;3.0;0
41;No;Travel_Rarely;Research & Development;7;Master;Technical Degree;1;1085;Medium;2.0;Very_High;1;Research Scientist;Very_High;Married;3376;1;Y;No;13;High;High;80;0;10;3;;10;;0
38;No;Travel_Rarely;Research & Development;17;Secondary;Life Sciences;1;1088;High;1.0;Medium;3;Healthcare Representative;Medium;Married;8823;0;Y;No;18;Medium;Low;80;1;20;4;Medium;19;;1
40;No;Travel_Rarely;Research & Development;20;University;Technical Degree;1;1092;Low;1.0;High;3;Healthcare Representative;High;Married;10322;4;Y;No;20;Very_High;Very_High;80;1;14;6;;11;;11
27;No;Non-Travel;Research & Development;8;Elementary;Life Sciences;1;1094;Low;1.0;Low;1;Laboratory Technician;Low;Married;4621;1;Y;No;19;Low;Very_High;80;3;3;4;Low;3;;1
55;No;Travel_Frequently;Research & Development;2;University;Life Sciences;1;1096;Very_High;1.0;High;3;Manufacturing Director;High;Married;10976;3;Y;No;18;High;Medium;80;1;23;4;;3;;1
28;No;Travel_Rarely;Research & Development;10;University;Other;1;1097;High;1.0;High;2;Research Scientist;High;Single;3660;3;Y;No;13;High;Very_High;80;0;10;4;High;8;;1
44;Yes;Travel_Rarely;Human Resources;1;Secondary;Medical;1;1098;Medium;2.0;Medium;3;Human Resources;Medium;Married;10482;9;Y;No;14;Medium;Very_High;80;1;24;1;Medium;20;;3
33;No;Travel_Rarely;Research & Development;5;;Life Sciences;1;1099;Very_High;2.0;Medium;3;Healthcare Representative;Medium;Divorced;7119;4;Y;No;15;Medium;High;80;1;9;2;;3;;1
35;Yes;Travel_Rarely;Sales;4;University;Technical Degree;1;1100;Very_High;1.0;High;3;Sales Executive;High;Single;9582;0;Y;Yes;22;Very_High;Low;80;0;9;2;;8;;4
33;Yes;Travel_Frequently;Research & Development;29;Secondary;Medical;1;1101;Low;2.0;Medium;2;Research Scientist;Medium;Single;4508;1;Y;No;22;Very_High;Medium;80;0;14;4;;13;;3
28;No;Travel_Rarely;Research & Development;15;University;Life Sciences;1;1102;Low;1.0;High;1;Laboratory Technician;High;Divorced;2207;1;Y;No;16;High;Very_High;80;1;4;5;;4;;2
34;No;Travel_Frequently;Research & Development;3;University;Life Sciences;1;1103;Low;1.0;High;2;Healthcare Representative;High;Single;7756;0;Y;No;17;High;High;80;0;7;1;;6;;0
37;No;Travel_Rarely;Sales;10;Secondary;Life Sciences;1;1105;Very_High;1.0;Medium;2;Sales Executive;Medium;Divorced;6694;2;Y;Yes;14;High;High;80;3;8;5;;1;;0
25;Yes;Travel_Rarely;Research & Development;4;;Technical Degree;1;1106;Very_High;1.0;High;1;Laboratory Technician;High;Married;3691;1;Y;Yes;15;High;Medium;80;1;7;3;;7;;5
26;Yes;Travel_Rarely;Research & Development;21;University;Medical;1;1107;Low;1.0;High;1;Laboratory Technician;High;Divorced;2377;1;Y;No;20;Very_High;High;80;1;1;0;;1;;0
33;Yes;Travel_Rarely;Research & Development;25;Secondary;Medical;1;1108;Low;2.0;Medium;1;Research Scientist;Medium;Single;2313;4;Y;Yes;20;Very_High;Medium;80;0;5;0;;2;;2
42;No;Travel_Rarely;Research & Development;2;University;Medical;1;1109;Very_High;1.0;High;4;Manager;High;Married;17665;0;Y;No;17;High;Very_High;80;1;23;3;;22;;13
28;Yes;Travel_Frequently;Research & Development;1;Secondary;Medical;1;1111;Low;2.0;Medium;1;Laboratory Technician;Medium;Divorced;2596;1;Y;No;15;Medium;Low;80;2;1;2;;1;;0
50;Yes;Travel_Frequently;Sales;1;University;Other;1;1113;Very_High;1.0;High;2;Sales Executive;High;Single;4728;3;Y;Yes;14;High;Very_High;80;0;5;4;;0;;0
33;No;Travel_Frequently;Sales;7;University;Life Sciences;1;1114;Very_High;1.0;High;2;Sales Executive;High;Married;4302;0;Y;No;17;High;High;80;1;4;3;;3;;0
34;No;Non-Travel;Research & Development;3;Secondary;Life Sciences;1;1115;High;2.0;Medium;1;Research Scientist;Medium;Married;2979;3;Y;No;17;Medium;Very_High;80;3;6;2;;0;;0
48;No;Non-Travel;Research & Development;1;Master;Medical;1;1116;Low;2.0;Very_High;4;Manager;;Single;16885;2;Y;No;22;Very_High;High;80;0;27;3;;5;;2
45;No;Non-Travel;Sales;9;Secondary;Life Sciences;1;1117;Medium;2.0;Medium;2;Sales Executive;Medium;Married;5593;1;Y;No;13;High;Very_High;80;1;15;2;;15;;4
52;No;Travel_Rarely;Research & Development;7;;Life Sciences;1;1118;Medium;1.0;;3;Healthcare Representative;;Single;10445;7;Y;No;19;High;Very_High;80;0;18;4;;8;;4
38;No;Travel_Rarely;Sales;10;;Marketing;1;1119;High;2.0;Medium;3;Sales Executive;Medium;Divorced;8740;0;Y;Yes;14;Medium;Medium;80;2;9;2;;8;;2
29;No;Travel_Rarely;Research & Development;28;University;Life Sciences;1;1120;High;1.0;High;1;Research Scientist;High;Divorced;2514;4;Y;No;22;Very_High;Low;80;1;11;1;High;7;;1
28;No;Travel_Rarely;Research & Development;3;University;Medical;1;1121;Very_High;1.0;High;3;Manufacturing Director;High;Divorced;7655;0;Y;No;17;High;Medium;80;3;10;3;;9;;1
46;No;Travel_Rarely;Sales;3;University;Marketing;1;1124;Low;1.0;High;4;Manager;High;Married;17465;3;Y;No;12;High;Very_High;80;1;23;3;;12;;4
38;No;Travel_Rarely;Sales;2;University;Marketing;1;1125;Very_High;1.0;High;3;Sales Executive;High;Single;7351;7;Y;No;16;High;High;80;0;10;2;High;1;;0
43;No;Travel_Frequently;Research & Development;27;University;Life Sciences;1;1126;High;1.0;High;3;Manufacturing Director;High;Married;10820;8;Y;No;11;High;High;80;1;18;1;;8;;0
39;Yes;Travel_Frequently;Research & Development;2;University;Life Sciences;1;1127;Low;1.0;High;4;Healthcare Representative;High;Divorced;12169;7;Y;No;11;High;Very_High;80;3;21;4;;18;;11
40;No;Travel_Rarely;Research & Development;14;Secondary;Medical;1;1128;High;2.0;Medium;5;Research Director;Medium;Single;19626;1;Y;No;14;High;Low;80;0;21;2;;20;;4
21;No;Travel_Rarely;Research & Development;1;Secondary;Technical Degree;1;1131;Very_High;2.0;Medium;1;Research Scientist;Medium;Single;2070;1;Y;Yes;11;High;High;80;0;2;6;;2;;2
39;No;Non-Travel;Research & Development;9;University;Life Sciences;1;1132;High;1.0;High;2;Laboratory Technician;High;Single;6782;9;Y;No;15;High;High;80;0;9;2;;5;3.0;0
36;No;Non-Travel;Research & Development;18;University;Life Sciences;1;1133;Low;1.0;High;2;Manufacturing Director;High;Single;7779;2;Y;No;20;Very_High;Low;80;0;18;0;High;11;3.0;0
31;No;Travel_Frequently;Sales;20;Master;Life Sciences;1;1135;High;2.0;Very_High;1;Sales Representative;;Married;2791;0;Y;No;12;High;Low;80;1;3;4;Very_High;2;;2
28;No;Travel_Rarely;Research & Development;2;Secondary;Life Sciences;1;1136;Low;2.0;Medium;1;Research Scientist;Medium;Married;3201;0;Y;No;17;Medium;Low;80;0;6;2;;5;2.0;0
35;No;Travel_Frequently;Sales;11;University;Marketing;1;1137;Very_High;1.0;High;2;Sales Executive;High;Divorced;4968;1;Y;No;11;High;Very_High;80;1;5;3;;5;3.0;0
49;No;Travel_Rarely;Sales;8;Secondary;Technical Degree;1;1138;Very_High;2.0;Medium;4;Sales Executive;Medium;Married;13120;6;Y;No;17;Medium;Medium;80;1;22;3;;9;;2
34;No;Travel_Frequently;Research & Development;2;University;Life Sciences;1;1140;Very_High;1.0;High;2;Manufacturing Director;High;Single;4033;2;Y;No;11;High;Very_High;80;0;5;3;High;3;;0
29;No;Travel_Frequently;Research & Development;10;University;Life Sciences;1;1143;Very_High;1.0;High;1;Research Scientist;High;Divorced;3291;0;Y;No;14;High;Very_High;80;2;8;2;High;7;;1
42;No;Travel_Rarely;Research & Development;29;Elementary;Medical;1;1148;Medium;1.0;Low;2;Laboratory Technician;Low;Single;4272;4;Y;No;19;Low;Low;80;0;16;3;;1;;0
29;No;Travel_Rarely;Research & Development;8;Secondary;Medical;1;1150;Medium;2.0;Medium;2;Manufacturing Director;Medium;Married;5056;1;Y;Yes;15;Medium;High;80;1;10;2;;10;2.0;1
38;No;Travel_Rarely;Human Resources;1;;Human Resources;1;1152;High;2.0;Very_High;1;Human Resources;Very_High;Married;2844;1;Y;No;13;High;Very_High;80;1;7;2;Very_High;7;4.0;5
28;No;Travel_Frequently;Research & Development;6;Secondary;Life Sciences;1;1154;High;2.0;Medium;1;Research Scientist;;Divorced;2703;1;Y;Yes;14;Medium;Very_High;80;1;3;2;Medium;3;;0
18;Yes;Non-Travel;Research & Development;8;University;Medical;1;1156;High;1.0;High;1;Laboratory Technician;High;Single;1904;1;Y;No;12;High;Very_High;80;0;0;0;High;0;;0
33;Yes;Travel_Rarely;Sales;9;University;Marketing;1;1157;Low;1.0;High;2;Sales Executive;High;Single;8224;0;Y;Yes;17;High;Low;80;0;6;3;;5;;0
41;No;Travel_Rarely;Research & Development;12;University;Life Sciences;1;1158;Medium;1.0;High;1;Laboratory Technician;High;Married;4766;3;Y;Yes;11;High;Low;80;1;6;4;High;1;;0
31;Yes;Travel_Frequently;Research & Development;15;University;Medical;1;1160;High;1.0;High;1;Laboratory Technician;High;Married;2610;1;Y;No;12;High;High;80;1;2;5;;2;;2
37;No;Travel_Rarely;Research & Development;25;Secondary;Medical;1;1161;High;2.0;Medium;2;Healthcare Representative;Medium;Divorced;5731;7;Y;No;13;Medium;High;80;2;9;2;;6;;1
27;No;Travel_Rarely;Research & Development;6;;Life Sciences;1;1162;Very_High;2.0;Medium;1;Research Scientist;Medium;Married;2539;1;Y;No;13;Medium;High;80;1;4;0;Medium;4;;2
34;No;Travel_Rarely;Sales;9;;Life Sciences;1;1163;Medium;1.0;High;2;Sales Executive;High;Married;5714;1;Y;No;20;Very_High;Low;80;0;6;3;;6;;1
35;No;Travel_Rarely;Human Resources;8;University;Technical Degree;1;1164;High;1.0;High;1;Human Resources;High;Single;4323;1;Y;No;17;High;Medium;80;0;6;2;;5;;1
29;Yes;Travel_Rarely;Sales;23;Secondary;Life Sciences;1;1165;Very_High;2.0;Medium;3;Sales Executive;Medium;Married;7336;1;Y;No;13;High;Low;80;1;11;3;;11;;3
40;No;Travel_Frequently;Research & Development;9;University;Medical;1;1166;Medium;1.0;High;3;Research Director;High;Single;13499;9;Y;No;17;High;High;80;0;20;3;;18;;2
42;Yes;Travel_Frequently;Sales;12;University;Life Sciences;1;1167;High;1.0;High;4;Sales Executive;High;Single;13758;0;Y;Yes;12;High;Medium;80;0;22;2;;21;;13
42;No;Travel_Rarely;Sales;4;University;Marketing;1;1171;Medium;1.0;High;2;Sales Executive;High;Single;5155;7;Y;No;13;High;Very_High;80;0;9;3;;6;;1
35;No;Travel_Rarely;Research & Development;1;Secondary;Medical;1;1172;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Married;2258;6;Y;No;12;Medium;Medium;80;1;10;2;;8;;1
24;No;Travel_Rarely;Research & Development;24;University;Medical;1;1173;Very_High;1.0;High;1;Laboratory Technician;High;Single;3597;8;Y;No;22;Very_High;Very_High;80;0;6;2;;4;;1
28;Yes;Travel_Rarely;Research & Development;12;University;Life Sciences;1;1175;High;1.0;High;1;Laboratory Technician;High;Married;2515;1;Y;Yes;11;High;Very_High;80;0;1;4;;1;;0
26;No;Travel_Rarely;Research & Development;3;Master;Medical;1;1177;Low;2.0;Very_High;1;Laboratory Technician;Very_High;Married;4420;1;Y;No;22;Very_High;Medium;80;1;8;2;Very_High;8;;0
30;No;Travel_Rarely;Sales;10;Secondary;Marketing;1;1179;High;2.0;Medium;2;Sales Executive;Medium;Married;6578;1;Y;No;18;Medium;Low;80;1;10;3;;10;;1
40;No;Travel_Frequently;Research & Development;26;Secondary;Medical;1;1180;High;2.0;Medium;2;Research Scientist;Medium;Married;4422;3;Y;Yes;13;Medium;Very_High;80;1;16;3;Medium;1;;0
35;No;Travel_Rarely;Research & Development;2;Secondary;Life Sciences;1;1182;High;2.0;Medium;3;Manufacturing Director;Medium;Divorced;10274;2;Y;No;18;Medium;Medium;80;1;15;2;Medium;7;;6
34;No;Travel_Frequently;Research & Development;1;Secondary;Medical;1;1184;Very_High;2.0;Medium;2;Healthcare Representative;Medium;Single;5343;0;Y;No;20;Very_High;High;80;0;14;3;;13;;4
35;No;Travel_Frequently;Research & Development;4;Secondary;Other;1;1185;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Married;2376;1;Y;No;13;Medium;Medium;80;1;2;2;Medium;2;;2
43;Yes;Travel_Rarely;Sales;9;Elementary;Marketing;1;1188;Low;1.0;Low;2;Sales Executive;Low;Single;5346;8;Y;No;13;Low;Medium;80;0;7;2;;4;1.0;1
32;No;Non-Travel;Sales;2;University;Life Sciences;1;1190;High;1.0;High;1;Sales Representative;High;Divorced;2827;1;Y;No;12;High;High;80;3;1;3;High;1;3.0;0
56;No;Travel_Rarely;Research & Development;4;University;Technical Degree;1;1191;Very_High;1.0;High;5;Manager;High;Divorced;19943;4;Y;No;13;High;Very_High;80;1;28;2;;5;;4
29;No;Travel_Rarely;Research & Development;6;University;Medical;1;1192;Medium;1.0;High;1;Laboratory Technician;High;Married;3131;1;Y;No;13;High;Low;80;1;10;5;;10;;0
19;No;Travel_Rarely;Research & Development;9;University;Life Sciences;1;1193;High;1.0;High;1;Research Scientist;High;Single;2552;1;Y;No;25;Very_High;High;80;0;1;4;;1;;0
45;No;Travel_Rarely;Research & Development;7;University;Medical;1;1195;Low;1.0;High;1;Research Scientist;High;Married;4477;4;Y;Yes;19;High;High;80;1;7;2;;3;;0
37;No;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;1196;Very_High;1.0;Medium;2;Manufacturing Director;Medium;Married;6474;1;Y;No;13;Medium;Medium;80;1;14;2;;14;;3
20;No;Travel_Rarely;Research & Development;3;Secondary;Life Sciences;1;1198;Low;2.0;Medium;1;Laboratory Technician;Medium;Single;3033;1;Y;No;12;Medium;Low;80;0;2;2;;2;;1
44;Yes;Travel_Rarely;Research & Development;10;University;Life Sciences;1;1200;High;1.0;High;1;Research Scientist;High;Single;2936;1;Y;Yes;11;High;High;80;0;6;4;;6;;0
53;No;Travel_Rarely;Research & Development;7;University;Medical;1;1201;Very_High;1.0;High;5;Manager;High;Divorced;18606;3;Y;No;18;High;Medium;80;1;26;6;;7;3.0;4
29;No;Travel_Rarely;Research & Development;15;;Life Sciences;1;1202;Medium;1.0;Low;1;Research Scientist;Low;Married;2168;0;Y;Yes;18;Low;Low;80;1;6;2;;5;;1
22;Yes;Travel_Frequently;Research & Development;3;Secondary;Life Sciences;1;1203;High;2.0;Medium;1;Research Scientist;Medium;Married;2853;0;Y;Yes;11;Medium;Medium;80;1;1;5;Medium;0;;0
46;No;Travel_Rarely;Sales;2;University;Marketing;1;1204;High;1.0;High;4;Manager;High;Married;17048;8;Y;No;23;Very_High;Low;80;0;28;2;High;26;3.0;15
44;No;Non-Travel;Research & Development;17;Elementary;Life Sciences;1;1206;Very_High;1.0;Low;1;Research Scientist;Low;Single;2290;2;Y;No;13;Low;Very_High;80;0;6;3;;0;1.0;0
33;No;Travel_Rarely;Human Resources;2;University;Human Resources;1;1207;Medium;1.0;High;1;Human Resources;High;Married;3600;1;Y;No;13;High;Very_High;80;1;5;2;High;5;;1
41;Yes;Non-Travel;Research & Development;5;Secondary;Life Sciences;1;1210;Low;2.0;Medium;1;Research Scientist;Medium;Divorced;2107;6;Y;No;17;Medium;Low;80;1;5;2;;1;;0
30;No;Travel_Rarely;Sales;29;University;Life Sciences;1;1211;High;1.0;High;2;Sales Executive;High;Divorced;4115;8;Y;No;19;High;High;80;3;8;3;High;4;;0
40;No;Travel_Frequently;Sales;2;University;Medical;1;1212;Medium;1.0;High;2;Sales Executive;High;Married;4327;5;Y;No;12;High;Very_High;80;3;5;2;High;0;;0
